No,TI024111,TI024114,PI024111,PI024114,PDI024112,FI024117,ZI024113,TI024202,TI024207,TI024208,PI024202,PI024207,PI024208,FI024202,FI024208,TI024301,PI02001A,FI02001A,SI0201,TIA024500A,TIA024501A,TIA024502A,TIA024503A,TIA024504A,TIA024505A,TIA024506A,TIA024507A,TIA024508A,TIA024509A,TIA024510A,TIA024511A,TIA024512A,TIA024513A,TIA024514A,TIA024515A,VIA024502X,VIA024502Y,VIA024503X,VIA024503Y,VIA024506X,VIA024506Y,VIA024507X,VIA024507Y,VIA024508X,VIA024508Y,VIA024511X,VIA024511Y,VIA024514X,VIA024514Y,VIA024515X,VIA024515Y,ZIA024503A,ZIA024503B,ZIA024504A,ZIA024504B,ZIA024512A,ZIA024512B,K024504,K024515,II024501,II024502,SI024402,SI024403,SI024404,SI024405,SI024406
7702,23.75,83.53,95.54,0.61,6.86,233781.5,70.19,4413,300,33.18,0.58,6.31,6.32,110011.5,60385.68,57.86,9.11,3.5,4412,70.72,54.75,70.31,50.83,63.5,55.63,52.52,68.77,55.77,77.27,52.84,56.65,51.09,52.88,80.27,57.2,35.82,50.09,49.86,57.9,6.68,9.73,8.79,9.17,9.05,12.27,18.24,20.35,20.89,16.55,14.98,23.07,-0.27,-0.27,-0.43,-0.41,0.28,0.29,11266.55,4433.99,0,0,4413,4413,4413,4413,4413
7703,23.81,84.23,95.54,0.6,6.86,257988.1,70.26,4472,300,34.42,0.57,6.51,6.51,130598.9,63413.11,57.13,8.87,0,4472,70.79,55.08,70.72,51.53,63.39,57.97,53.32,68.45,56.43,77.6,53.36,57.13,51.75,53.32,80.27,57.64,36.2,51.42,49.48,56.95,6.49,9.35,8.79,8.98,8.68,13.02,17.86,19.58,24.63,16.36,14.78,22.08,-0.27,-0.27,-0.42,-0.4,0.28,0.3,11150.24,4437.1,0,0,4472,4472,4472,4472,4473
7704,23.81,84.67,95.42,0.6,6.95,264451.2,72.29,4458,300,35.01,0.57,6.62,6.62,130922.3,62154.56,57.42,9.14,3.48,4459,71.05,55.37,70.86,51.86,63.43,58.12,53.76,68.12,57.02,77.53,53.61,57.35,52.26,53.87,80.75,57.94,33.73,52.18,48.72,55.62,6.3,9.54,8.4,8.98,9.05,13.97,18.24,20.73,23.06,19.31,17.34,25.43,-0.27,-0.27,-0.43,-0.4,0.28,0.29,11184.84,4425.08,0,0,4458,4458,4458,4459,4459
7705,23.64,85,95.42,0.6,6.61,236185.9,72.19,4464,300,35.33,0.57,6.27,6.28,129605.4,62579.94,57.79,9.27,0,4465,71.08,55.33,71.23,51.75,62.37,56.65,53.69,67.13,57.72,77.16,53.65,57.24,52.22,53.8,80.53,57.9,32.77,50.47,45.48,56.76,6.11,9.93,10.12,9.93,9.05,12.84,17.86,19.97,19.71,15.77,15.77,23.86,-0.27,-0.27,-0.43,-0.4,0.27,0.28,11157.21,4429.1,0,0,4464,4465,4464,4464,4464
7706,22.52,86.57,95.39,0.61,7.08,263257.6,74.22,4467,300,36.01,0.59,6.38,6.39,130298.1,60426.61,58.45,8.62,4.95,4468,71.59,55.96,71.85,52.52,63.14,57.53,54.38,68.01,57.94,78,54.31,57.94,52.99,54.6,80.86,58.59,33.73,51.23,48.34,56.57,6.3,10.88,9.93,9.93,8.87,14.35,18.82,20.54,27.39,17.54,15.96,24.45,-0.28,-0.28,-0.43,-0.4,0.27,0.28,11105.16,4436.14,0,0,4467,4467,4468,4467,4467
7707,20.91,86.06,95.42,0.61,6.72,243132,74.17,4436,300,35.72,0.59,6.44,6.45,129287.5,60057.52,58.41,8.75,3.49,4436,71.41,55.88,71.63,52.37,63.17,58.01,54.35,68.04,57.64,78.04,54.24,57.94,52.88,54.27,80.86,58.52,35.25,52.18,47.96,58.28,6.3,10.31,8.98,10.12,8.87,12.46,18.62,20.35,20.3,18.72,14.98,22.28,-0.29,-0.28,-0.42,-0.4,0.28,0.29,11153.33,4436.36,0,0,4436,4436,4436,4436,4437
7708,21.49,84.71,95.51,0.61,6.94,240156.5,73.93,4480,300,35.16,0.58,6.27,6.29,129807.9,58800.76,58.78,9.19,3.48,4479,71.05,55.77,71.08,52.26,63.28,57.61,53.76,68.37,57.28,77.67,53.94,57.68,52.48,54.02,80.64,58.19,36.01,53.33,48.72,56.19,6.49,10.12,10.31,9.36,8.87,13.21,18.43,20.35,23.06,16.55,15.18,24.05,-0.28,-0.28,-0.42,-0.41,0.29,0.3,11198.85,4454.52,0,0,4480,4479,4480,4480,4480
7709,20.5,84.74,95.57,0.61,7.05,247704.9,71.88,4436,300,34.99,0.59,6.39,6.4,133889.1,60275.23,58.45,9.1,0,4436,71.12,55.66,71.08,52,63.25,57.13,53.83,68.26,57.09,77.78,53.76,57.72,52.3,53.83,80.79,58.08,34.68,53.52,48.72,57.14,6.11,10.31,8.79,9.55,8.49,13.4,18.43,20.73,21.28,17.34,15.77,24.84,-0.29,-0.28,-0.43,-0.4,0.29,0.3,11217.77,4450.65,0,0,4436,4436,4436,4436,4436
7710,20.94,85.8,95.48,0.61,6.98,261605.2,70.97,4433,300,35.21,0.59,6.46,6.47,133244.4,59959.41,58.34,8.87,0,4433,71.27,55.7,71.12,52.11,63.32,57.86,53.72,68.23,57.35,77.86,53.87,57.72,52.55,53.94,80.93,58.19,34.11,54.85,50.62,55.43,6.3,9.54,9.74,9.55,8.68,13.59,18.62,20.73,23.45,15.96,15.37,23.46,-0.29,-0.29,-0.42,-0.4,0.29,0.3,11141.78,4460.18,0,0,4433,4433,4433,4434,4433
7711,20.36,86.35,95.51,0.61,6.81,246830.3,71,4478,300,35.4,0.59,6.54,6.55,128999.9,59358.06,58.37,8.96,3.48,4479,71.38,55.77,71.34,52.26,63.21,58.52,54.13,68.19,57.46,78.08,54.02,57.83,52.77,54.27,80.68,58.37,35.82,52.56,47.2,55.62,6.49,9.73,8.98,10.12,8.68,14.16,18.24,19.58,24.04,17.54,15.96,26.03,-0.29,-0.29,-0.43,-0.4,0.28,0.29,11212.61,4440.11,0,0,4478,4478,4478,4478,4479
7712,20.02,85.14,95.51,0.61,6.76,227988.2,71,4434,300,35.45,0.58,6.31,6.32,123223.8,60522.16,57.86,9.35,0,4434,71.19,55.74,71.08,52.3,63.14,57.75,53.98,68.23,57.06,77.71,53.87,57.68,52.55,54.05,80.68,58.19,34.68,52.37,47.96,56.57,6.3,10.5,8.79,9.74,8.68,13.02,18.62,20.35,20.89,18.52,15.18,23.07,-0.29,-0.29,-0.43,-0.4,0.29,0.31,11149.74,4441.29,0,0,4434,4434,4435,4434,4434
7713,20.5,85.03,95.51,0.6,6.93,214759.5,71.97,4481,300,35.33,0.57,6.49,6.5,125032.5,61189.77,57.79,9.04,0,4481,71.16,55.77,70.97,52.11,63.14,58.08,54.02,68.19,57.24,77.6,53.83,57.68,52.63,53.98,80.64,58.01,35.25,53.9,48.53,55.43,6.11,10.12,8.02,9.74,9.05,12.65,18.24,20.35,22.47,17.54,15.37,23.46,-0.29,-0.29,-0.43,-0.4,0.29,0.31,11221.26,4434.96,0,0,4481,4481,4481,4481,4482
7714,18.93,84.52,95.51,0.61,7.34,229797.2,71.05,4428,300,35.23,0.57,6.5,6.51,128500,59953.77,57.64,8.82,3.5,4427,71.08,55.63,70.9,52.04,63.28,58.15,53.72,68.15,57.09,77.56,53.72,57.53,52.59,53.8,80.6,58.15,34.87,57.52,51.76,58.28,6.11,10.5,8.79,9.36,9.05,13.02,18.82,20.35,25.23,16.36,15.77,24.05,-0.29,-0.29,-0.43,-0.4,0.29,0.3,11110.54,4451.2,0,0,4428,4428,4428,4428,4428
7715,18.79,85.18,95.51,0.61,6.94,265191.9,66.94,4460,300,34.77,0.58,6.37,6.37,133749.4,63449.84,57.53,8.76,4.86,4460,70.97,55.48,70.72,52.08,63.5,57.79,53.69,68.34,57.02,77.71,53.65,57.53,52.41,53.83,80.6,57.83,35.25,57.33,51.95,56.76,6.49,9.54,9.93,8.98,8.68,13.97,18.62,20.73,23.85,16.16,15.37,25.43,-0.29,-0.29,-0.43,-0.41,0.29,0.3,11241.2,4479.04,0,0,4460,4460,4460,4459,4460
7716,18.58,85.62,95.48,0.61,7.46,264339.8,66.94,4473,300,34.77,0.58,6.45,6.46,133041.9,58095.24,57.83,8.85,0,4473,71.16,55.48,70.83,51.97,63.5,58.01,53.72,68.41,56.8,77.75,53.69,57.39,52.22,53.72,80.53,58.12,36.39,53.71,53.67,49.9,6.3,10.88,9.93,9.93,8.68,13.21,17.86,20.16,24.63,19.9,15.96,23.86,-0.29,-0.29,-0.43,-0.4,0.29,0.3,11243.43,4464.44,0,0,4473,4472,4472,4472,4472
7717,18.55,85.55,95.45,0.61,7.15,246725.1,70.24,4475,300,34.74,0.58,6.55,6.56,124426.8,59529.66,57.75,8.81,4.8,4474,71.27,55.55,70.9,51.97,63.57,57.94,53.58,68.34,56.87,78,53.72,57.39,52.3,53.72,80.42,58.01,37.92,54.85,50.24,56.95,6.49,9.54,8.79,10.51,8.87,13.59,18.05,20.35,23.65,15.96,15.57,25.04,-0.3,-0.29,-0.43,-0.4,0.28,0.3,11220.41,4471.41,0,0,4475,4474,4474,4474,4474
7718,18.72,85.44,95.42,0.61,7.15,257144.5,68.95,4443,300,34.84,0.58,6.75,6.76,134418.4,60566.2,57.83,9.2,0,4444,71.12,55.37,70.79,51.97,63.28,58.08,53.43,68.26,56.84,77.6,53.54,57.46,52.11,53.61,80.75,58.01,36.01,53.52,54.62,56.95,6.49,9.73,9.55,9.36,8.87,13.21,18.62,20.73,20.5,16.75,16.16,23.86,-0.29,-0.29,-0.43,-0.4,0.29,0.3,11153.09,4453.23,0,0,4443,4443,4443,4444,4444
7719,18.48,85.14,95.48,0.61,6.85,213822.8,68.99,4433,300,34.52,0.58,6.29,6.3,119893.8,60537.32,57.94,9.21,0,4434,70.86,55.41,70.42,51.78,63.46,57.09,53.36,68.48,56.62,77.53,53.54,57.39,51.86,53.5,80.35,57.79,38.3,51.8,52.52,57.14,6.3,9.35,8.4,9.55,8.68,13.21,18.24,20.73,20.1,18.52,15.96,24.25,-0.29,-0.29,-0.42,-0.4,0.29,0.3,11165.87,4447.09,0,0,4433,4433,4434,4434,4434
7720,18.24,84.81,95.45,0.61,7.06,215499,69.04,4438,300,34.57,0.58,6.37,6.38,124000.5,60046.17,58.15,8.82,0,4438,71.05,55.23,70.72,51.67,63.43,57.09,53.36,68.48,56.58,77.53,53.36,57.31,51.97,53.58,80.42,57.75,35.06,51.61,52.9,54.66,6.11,9.73,8.79,9.55,9.05,13.21,18.43,20.73,20.89,17.54,15.96,24.84,-0.3,-0.29,-0.42,-0.4,0.29,0.3,11133.6,4444.33,0,0,4438,4438,4437,4437,4437
7721,18.35,85.51,95.48,0.62,7.48,235347.3,67.94,4464,300,34.67,0.59,6.61,6.62,132479.7,59713.5,57.9,9.02,4.91,4464,71.05,55.3,70.86,51.71,63.43,57.86,53.43,68.3,56.69,77.89,53.5,57.28,52.26,53.61,80.38,57.86,35.25,53.52,51,53.52,6.11,9.93,9.17,10.51,8.11,13.78,18.05,19.97,24.24,16.55,14.78,22.87,-0.3,-0.29,-0.42,-0.4,0.28,0.29,11133.81,4444.52,0,0,4464,4464,4464,4463,4464
7722,18.52,84.92,95.57,0.61,7.17,264234.1,69.04,4443,300,34.47,0.58,6.4,6.41,134926.6,60217.52,57.9,8.91,3.49,4442,71.19,55.33,70.61,51.78,63.43,57.31,53.43,68.45,56.65,77.53,53.5,57.13,52.19,53.54,80.49,57.94,36.59,53.33,51.38,56.19,6.3,9.73,8.6,9.36,8.68,12.65,18.62,20.73,23.06,15.96,15.37,25.63,-0.3,-0.29,-0.41,-0.41,0.28,0.29,11125.25,4446.66,0,0,4443,4442,4443,4442,4442
7723,18.45,84.74,95.63,0.61,6.93,264286.9,68.12,4434,300,34.5,0.58,6.15,6.16,133054.3,60785.38,57.86,9.06,3.49,4434,70.94,55.33,70.42,51.82,63.43,56.51,53.25,68.23,56.65,77.53,53.5,57.31,51.93,53.39,80.6,57.72,35.63,53.33,52.9,58.85,6.68,9.93,8.4,8.6,8.87,12.46,18.62,20.54,23.45,18.52,15.37,23.66,-0.3,-0.29,-0.42,-0.4,0.29,0.3,11209.08,4450.68,0,0,4434,4435,4434,4435,4434
7724,18.14,83.75,95.68,0.6,6.83,209309.5,73.34,4421,300,34.64,0.57,6.49,6.5,130700.4,60015.83,58.12,8.84,0,4421,70.9,55.23,70.24,51.64,63.14,58.08,53.25,68.37,56.25,77.2,53.17,57.2,51.67,53.21,80.31,57.61,35.82,52.75,52.33,57.33,6.3,9.73,9.36,8.6,9.05,13.02,17.86,19.97,20.5,19.51,14.78,24.05,-0.29,-0.29,-0.42,-0.4,0.29,0.3,11122.76,4418.85,0,0,4421,4420,4421,4421,4421
7725,17.87,84.3,95.65,0.61,6.89,245798.2,71.63,4422,300,34.6,0.58,6.66,6.67,132175.3,61112.02,57.61,8.99,3.44,4422,71.05,55.12,70.5,51.56,63.32,57.83,53.28,68.45,56.32,77.71,53.21,57.13,51.97,53.39,80.27,57.86,35.44,52.18,49.1,54.66,6.49,9.16,9.17,8.79,8.87,12.65,18.43,20.73,20.1,16.95,15.57,24.25,-0.3,-0.3,-0.43,-0.4,0.28,0.29,11047.06,4401.9,0,0,4422,4422,4422,4421,4422
7726,17.52,83.35,95.71,0.61,7.03,241145.4,71.09,4442,300,33.79,0.58,6.33,6.33,136537,63813.17,58.01,8.86,4.82,4442,70.68,55.04,69.98,51.38,63.32,57.02,52.77,68.48,56.03,77.34,53.1,56.87,51.56,53.03,80.2,57.42,34.49,52.56,49.1,55.81,6.68,9.93,8.4,8.98,8.87,13.02,18.24,20.73,20.69,17.14,15.57,24.05,-0.3,-0.29,-0.43,-0.4,0.29,0.3,11176.07,4439.82,0,0,4442,4443,4443,4442,4442
7727,17.22,81.56,95.63,0.6,6.93,256012,75.24,4407,300,32.84,0.57,6.39,6.4,136200.2,59427.11,57.57,8.93,0,4407,70.64,54.38,70.06,50.9,63.17,56.58,52.22,68.92,55.59,77.09,52.59,56.51,50.87,52.3,80.05,57.02,34.87,52.37,51.76,59.62,6.49,9.54,8.4,8.4,8.87,13.21,18.05,19.77,22.47,16.75,14.98,21.49,-0.3,-0.29,-0.43,-0.4,0.29,0.3,11145.63,4443.61,0,0,4407,4407,4407,4407,4407
7728,17.35,82.18,95.65,0.62,6.87,233121.9,72,4441,300,32.45,0.58,6.67,6.68,134839.7,57395.18,57.64,9.23,0,4441,70.57,54.42,69.98,50.57,63.14,56.29,51.93,68.99,55.55,77.05,52.41,56.18,50.65,52.22,80.09,56.91,34.3,53.52,51.95,54.85,6.87,10.12,8.4,10.89,9.05,12.46,18.24,19.97,21.09,17.34,15.37,21.69,-0.3,-0.29,-0.43,-0.4,0.28,0.3,11158.71,4410.94,0,0,4441,4442,4442,4441,4442
7729,17.56,82.51,95.68,0.61,6.73,213821.8,63.89,4425,300,32.23,0.58,6.47,6.48,116875.8,60259.29,57.02,9.21,3.54,4425,70.64,54.13,69.54,50.61,63.46,55.48,51.93,69.18,55.55,77.09,52.3,56.1,50.57,52.19,80.24,57.02,35.25,53.52,49.86,58.47,6.68,9.35,8.21,8.6,8.68,13.02,18.43,20.73,19.71,16.95,15.18,24.05,-0.29,-0.29,-0.43,-0.4,0.28,0.29,11081.9,4417.33,0,0,4425,4424,4425,4425,4425
7730,17.46,82.47,95.71,0.61,6.82,232775.8,63.94,4465,300,32.08,0.57,6.62,6.63,122747,64843.18,56.76,9.07,0,4465,70.61,54.2,69.36,50.46,63.39,56.91,52,69.1,55.59,77.2,52.33,55.99,50.5,52.08,80.09,56.76,36.2,53.71,50.05,56.76,6.68,9.73,8.79,8.79,8.87,12.84,18.43,20.35,19.9,16.55,16.36,23.27,-0.29,-0.29,-0.43,-0.4,0.28,0.3,11227.76,4470.81,0,0,4465,4464,4465,4465,4465
7731,17.39,82.29,95.71,0.61,6.67,223285.3,63.99,4457,300,32.01,0.58,6.48,6.49,127990.9,58449.95,56.62,8.91,0,4457,70.61,54.24,69.43,50.46,63.35,56.18,51.86,69.14,55.37,77.27,52.08,56.03,50.35,51.97,79.94,56.69,35.06,57.52,49.48,55.62,6.49,9.54,8.79,8.21,8.3,12.46,18.05,20.35,19.51,17.54,15.18,24.84,-0.29,-0.29,-0.42,-0.4,0.29,0.3,11184.94,4446.28,0,0,4457,4456,4457,4456,4456
7732,17.35,81.56,95.71,0.61,6.9,240878.8,66.11,4432,300,32.13,0.57,6.76,6.77,132051.4,70091.19,56.65,9.01,0,4431,70.53,54.24,69.62,50.43,63.35,57.06,51.89,69.14,55.41,77.34,52.15,55.77,50.39,52.04,80.05,56.84,34.68,52.56,49.86,54.28,6.87,9.16,7.83,8.6,8.87,13.4,18.62,21.12,21.48,15.96,15.57,23.46,-0.3,-0.29,-0.41,-0.4,0.29,0.3,11163.13,4450.73,0,0,4432,4431,4431,4431,4432
7733,17.59,82.29,95.74,0.61,7.09,256989,66.99,4433,300,32.32,0.58,6.74,6.76,131248.3,60990.24,56.36,8.94,0,4433,70.61,54.24,69.76,50.39,63.39,56.69,51.93,69.18,55.3,77.27,51.97,55.92,50.72,51.93,79.87,56.65,33.73,52.37,49.29,54.47,6.87,9.93,8.4,9.17,8.68,12.84,18.24,20.54,26.41,16.55,14.78,23.46,-0.3,-0.29,-0.42,-0.4,0.28,0.3,11158.69,4414.82,0,0,4433,4433,4434,4433,4433
7734,17.52,81.45,95.8,0.61,6.93,229132.5,70.26,4438,300,32.08,0.58,6.71,6.72,119397.6,58091.39,56.25,8.93,4.93,4438,70.5,54.16,69.73,50.39,63.14,56.8,51.78,69.18,55.52,77.31,52.04,55.77,50.5,52.08,79.98,56.8,34.3,53.33,52.71,55.62,6.49,9.93,8.98,8.98,9.05,13.21,18.43,20.54,19.71,14.98,15.37,22.08,-0.3,-0.29,-0.42,-0.4,0.29,0.3,11115.66,4417.53,0,0,4438,4438,4438,4438,4437
7735,17.42,82.25,95.92,0.61,6.64,239808.8,65.92,4440,300,32.08,0.58,6.39,6.4,127395,59063.91,56.21,8.79,0,4440,70.46,54.27,69.58,50.46,63.28,55.92,51.86,69.29,55.55,77.38,52.26,56.1,50.61,52,79.91,56.8,33.92,51.42,51.19,58.85,6.49,9.93,8.79,8.4,8.87,13.4,18.43,20.73,20.1,18.92,15.37,23.27,-0.3,-0.29,-0.42,-0.4,0.29,0.31,11220.5,4447.72,0,0,4440,4440,4440,4440,4441
7736,17.32,81.63,95.89,0.61,6.86,248488.2,67.07,4434,300,32.3,0.57,6.76,6.76,130073.2,61800.99,56.32,8.65,3.38,4435,70.5,54.09,69.62,50.43,63.21,56.91,51.86,69.18,55.37,77.2,52.15,55.88,50.54,51.93,79.98,56.73,35.06,52.18,51.95,58.09,6.87,9.35,8.02,9.36,9.05,12.65,18.62,21.12,24.04,15.57,15.57,23.86,-0.29,-0.29,-0.42,-0.4,0.29,0.31,11123.5,4444.37,0,0,4434,4434,4434,4435,4435
7737,17.32,81.85,95.95,0.61,7.03,265808.8,67.11,4430,300,32.28,0.58,6.72,6.73,133328.5,60763.66,56.25,9.3,0,4430,70.57,54.24,69.69,50.39,63.28,56.51,51.93,69.25,55.44,77.34,52.19,55.96,50.46,52.04,80.13,56.62,34.11,51.61,54.43,54.66,6.49,9.35,8.02,7.64,8.49,14.53,18.43,20.54,20.3,14.58,13.99,23.46,-0.3,-0.29,-0.42,-0.4,0.29,0.31,11151.85,4423.07,0,0,4430,4430,4430,4430,4430
7738,17.29,83.28,95.95,0.62,6.92,237571.2,61.4,4491,300,32.35,0.58,6.65,6.66,127222.2,59983.37,56.69,8.88,0,4491,70.9,54.24,69.91,50.65,63.32,56.25,52.11,69.14,55.7,77.38,52.37,56.18,50.68,52.33,80.24,56.84,34.49,52.95,50.43,53.71,6.68,9.54,7.83,8.21,8.11,12.46,17.66,19.97,19.9,16.55,13.4,20.11,-0.3,-0.29,-0.42,-0.4,0.29,0.3,11240.41,4466.65,0,0,4491,4490,4490,4490,4490
7739,17.42,82.84,95.95,0.61,6.76,246280.7,63.94,4456,300,32.59,0.58,6.77,6.78,127628.6,60119.43,56.07,8.98,0,4456,70.75,54.27,69.87,50.54,63.5,57.79,52.33,69.18,55.55,77.71,52.22,56.18,50.83,52.41,80.09,56.95,34.87,52.95,55.19,51.23,6.87,9.54,8.21,8.98,8.49,12.08,17.66,20.16,20.5,15.96,14.59,24.45,-0.3,-0.29,-0.42,-0.4,0.28,0.3,11152.37,4458.05,0,0,4456,4456,4456,4456,4456
7740,17.42,82.98,95.98,0.61,6.65,199669.2,63.94,4453,300,32.37,0.58,6.77,6.78,118535.9,67170.41,56.4,9.41,0,4452,70.72,54.31,69.58,50.57,63.32,57.24,52.04,68.99,55.66,77.49,52.26,56.07,50.72,52.33,80.05,56.76,33.54,52.37,50.24,53.14,6.87,9.93,8.4,8.79,8.68,13.02,18.05,20.54,22.47,15.17,15.77,23.46,-0.3,-0.29,-0.42,-0.4,0.29,0.3,11207.95,4476.09,0,0,4453,4453,4452,4453,4453
7741,17.42,83.09,95.89,0.62,7,259996.4,63.87,4458,300,32.28,0.58,6.66,6.68,129237.4,61569.27,56.32,9.16,0,4457,70.64,54.27,69.87,50.54,63.46,56.36,52.04,69.07,55.59,77.6,52.3,56.03,50.79,52.08,79.94,56.87,34.11,51.42,47.2,55.43,7.45,9.73,8.21,8.79,8.49,13.02,18.24,19.97,22.47,15.57,14.19,23.27,-0.3,-0.29,-0.42,-0.4,0.29,0.31,11182.26,4483.15,0,0,4458,4458,4458,4458,4457
7742,17.42,82.8,95.95,0.61,6.62,251305.1,61.99,4443,300,32.3,0.58,6.46,6.47,128460.6,62433.54,56.18,8.45,0,4444,70.57,54.38,69.43,50.72,63.17,56.29,51.93,69.1,55.55,77.53,52.37,56.07,50.72,52.08,80.02,56.76,34.11,51.8,49.48,52.76,6.87,9.35,8.4,8.02,8.68,13.97,18.05,20.16,17.34,16.95,14.59,22.67,-0.3,-0.29,-0.41,-0.4,0.3,0.31,11195.29,4468.36,0,0,4443,4444,4444,4444,4443
7743,17.35,82.47,95.92,0.61,7.3,221551.4,63.55,4472,300,32.1,0.57,6.64,6.65,126020.6,61079.98,56.25,9.18,3.46,4471,70.5,54.35,69.4,50.5,63.03,56.62,52.08,68.92,55.48,77.12,52.33,56.1,50.72,52.08,80.02,56.76,35.06,53.14,47.77,56.38,6.49,9.93,8.02,9.17,9.05,13.21,18.24,19.97,20.89,14.19,15.37,23.46,-0.3,-0.29,-0.41,-0.4,0.3,0.31,11248.21,4465.62,0,0,4472,4472,4472,4472,4473
7744,17.35,83.72,95.89,0.61,7.07,260610.8,57.84,4460,300,32.54,0.59,6.74,6.76,121075.2,60312.53,56.21,9.04,0,4460,70.83,54.35,69.69,50.65,63.39,57.06,52.22,69.1,55.66,77.71,52.48,56.03,50.9,52.26,80.05,56.84,34.87,52.18,50.05,54.09,6.68,9.54,8.4,8.79,8.49,12.46,17.86,19.97,20.5,15.96,15.96,25.04,-0.3,-0.29,-0.43,-0.4,0.29,0.31,11191.92,4452.77,0,0,4460,4460,4460,4461,4460
7745,17.42,83.09,95.86,0.61,7.08,237058.9,57.91,4453,300,32.3,0.58,6.64,6.65,132736.4,65150.32,56.18,8.59,0,4453,70.64,54.31,69.32,50.61,63.32,57.06,51.93,68.99,55.66,77.49,52.41,56.1,50.76,52.11,80.16,56.84,33.92,51.42,49.86,51.43,7.06,9.93,8.6,8.79,8.87,12.08,18.24,20.54,21.68,13.2,15.96,24.25,-0.29,-0.29,-0.42,-0.4,0.3,0.31,11205.84,4463.77,0,0,4453,4452,4452,4453,4453
7746,17.59,83.28,95.92,0.61,6.93,220290.7,57.91,4458,300,32.35,0.58,6.69,6.7,123767.5,64147.59,55.96,8.59,3.47,4458,70.72,54.31,69.51,50.83,63.35,56.95,52.11,69.14,55.77,77.53,52.48,56.18,50.76,52.08,80.09,56.69,35.63,52.95,49.1,53.71,6.68,9.93,9.17,9.17,8.3,12.65,18.24,20.16,21.88,14.78,14.98,24.25,-0.29,-0.29,-0.42,-0.4,0.3,0.31,11185.49,4457.36,0,0,4458,4458,4458,4458,4459
7747,17.35,83.09,95.92,0.61,6.85,247903.6,60.08,4465,300,32.2,0.58,6.66,6.67,127910.9,63413.5,56.58,8.65,5.85,4465,70.64,54.31,69.4,50.68,63.39,57.2,51.89,69.03,55.63,77.64,52.3,56.1,50.68,52.11,80.02,56.8,34.49,53.71,49.29,56.19,6.68,9.93,8.98,7.83,8.49,11.7,18.05,19.58,20.5,16.55,15.37,24.05,-0.3,-0.29,-0.4,-0.4,0.29,0.31,11235.82,4472.69,0,0,4465,4465,4465,4465,4465
7748,17.32,82.21,95.98,0.61,7.04,227916.1,57.98,4428,300,32.23,0.58,6.75,6.76,124399.1,66303.4,56.84,9.08,3.5,4427,70.42,54.13,69.07,50.46,62.92,57.31,51.71,68.99,55.44,77.2,52.15,55.92,50.43,52.08,79.83,56.58,35.63,52.37,48.15,56,6.87,9.54,8.98,8.6,8.87,13.59,18.05,21.12,21.28,13.99,15.18,22.48,-0.29,-0.29,-0.4,-0.41,0.3,0.31,11114.52,4422.18,0,0,4428,4428,4428,4428,4428
7749,17.35,83.13,95.95,0.61,7.1,258394.1,58.01,4439,300,32.25,0.58,6.71,6.71,124839.5,62982.89,56.87,8.88,0,4439,70.5,54.24,69.4,50.72,63.32,56.51,51.71,69.1,55.48,77.34,52.22,56.1,50.61,52.19,80.13,56.8,35.25,51.42,50.43,54.66,6.68,9.35,8.6,8.79,8.68,12.84,18.05,20.54,20.1,15.37,14.98,22.67,-0.29,-0.29,-0.4,-0.41,0.29,0.3,11117.78,4415.89,0,0,4439,4439,4439,4438,4439
7750,17.49,82.62,96.04,0.61,7.23,223789.7,59.06,4417,300,32.3,0.58,6.58,6.59,128301.6,61952.03,56.91,8.53,4.92,4418,70.61,54.24,69.29,50.54,63.43,56.29,51.93,69.18,55.55,77.34,52.15,55.92,50.35,52.04,79.91,56.8,34.68,54.28,50.43,56.19,6.68,9.73,8.4,8.21,8.68,13.21,18.24,20.73,20.3,17.54,14.78,22.48,-0.29,-0.29,-0.4,-0.4,0.29,0.3,11041.43,4409.64,0,0,4417,4418,4418,4418,4418
7751,18.07,82.47,96.09,0.61,6.82,239546.3,59.16,4459,300,32.23,0.58,6.5,6.51,131909.7,63117.3,56.84,9.11,0,4458,70.5,54.31,69.18,50.54,63.14,56.47,51.86,69.1,55.48,77.38,52.22,56.03,50.35,52.22,79.83,56.69,34.87,53.52,50.81,54.85,6.68,9.73,8.79,8.4,9.05,12.84,18.24,20.16,19.51,15.57,15.18,22.08,-0.29,-0.29,-0.4,-0.4,0.29,0.3,11161.08,4425.95,0,0,4459,4458,4459,4459,4458
7752,18.11,82.84,96.04,0.61,6.86,218206.1,65.82,4465,300,32.42,0.58,6.48,6.49,121942.1,61522.83,56.65,8.94,3.45,4465,70.57,54.35,69.76,50.76,63.39,56.69,52.3,68.92,55.63,77.49,52.48,56.29,50.72,52.37,80.16,56.91,33.73,54.28,52.14,55.62,6.68,9.54,8.6,8.21,8.87,12.46,18.05,19.97,17.54,15.37,15.37,24.84,-0.29,-0.29,-0.4,-0.4,0.29,0.3,11265.38,4479.82,0,0,4465,4465,4465,4465,4465
7753,17.7,82.18,96.12,0.61,6.96,240265.5,67.8,4434,300,32.64,0.58,6.71,6.73,129143.4,63181.69,56.8,8.9,3.46,4433,70.39,54.38,69.69,50.65,63.03,57.2,52.11,68.99,55.7,77.42,52.33,56.14,50.57,52.15,79.8,56.8,35.44,53.52,50.24,56,6.87,9.16,8.6,8.4,8.87,13.02,18.43,20.54,20.3,18.13,14.39,22.28,-0.29,-0.29,-0.4,-0.4,0.29,0.3,11133.69,4435.62,0,0,4434,4433,4433,4434,4433
